N_medidas,Media,Mediana,Desviacion_estandar,Minimo,Maximo,Rango,Shapiro_Wilk_p,D_Agostino_p
55,8.853828313306984,8.762075454545455,0.5504944938559753,8.109842863636365,11.646575909090908,3.536733045454543,7.226503415489338e-08,1.613041386539326e-12
